"","date","area_name","area_code","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"5009","2020-11-18","Haringey","E09000014",-50,-13,14,-55,-53,21
"5010","2020-11-19","Haringey","E09000014",-50,-11,14,-51,-53,21
"5011","2020-11-20","Haringey","E09000014",-50,-7,9,-50,-52,22
"5012","2020-11-21","Haringey","E09000014",-55,-14,24,-52,-43,14
"5013","2020-11-22","Haringey","E09000014",-56,-20,48,-52,-43,10
"5014","2020-11-23","Haringey","E09000014",-46,-15,34,-51,-53,19
"5015","2020-11-24","Haringey","E09000014",-47,-13,36,-51,-55,20
"5016","2020-11-25","Haringey","E09000014",-50,-15,13,-54,-53,21
"5017","2020-11-26","Haringey","E09000014",-47,-12,33,-51,-52,20
"5018","2020-11-27","Haringey","E09000014",-47,-9,21,-51,-52,21
"5019","2020-11-28","Haringey","E09000014",-54,-16,17,-52,-42,13
"5020","2020-11-29","Haringey","E09000014",-58,-24,9,-53,-43,11
"5021","2020-11-30","Haringey","E09000014",-45,-17,12,-50,-51,19
"5022","2020-12-01","Haringey","E09000014",-43,-10,35,-49,-51,19
"5023","2020-12-02","Haringey","E09000014",-25,-13,3,-49,-44,16
"5024","2020-12-03","Haringey","E09000014",-30,-18,-16,-45,-45,18
"5025","2020-12-04","Haringey","E09000014",-24,-10,-4,-43,-44,16
"5026","2020-12-05","Haringey","E09000014",-26,-15,7,-38,-22,7
"5027","2020-12-06","Haringey","E09000014",-29,-20,-9,-40,-25,6
"5028","2020-12-07","Haringey","E09000014",-21,-15,-1,-46,-47,15
"5029","2020-12-08","Haringey","E09000014",-22,-13,12,-45,-47,15
"5030","2020-12-09","Haringey","E09000014",-27,-13,-2,-49,-45,16
"5031","2020-12-10","Haringey","E09000014",-21,-11,6,-43,-45,15
"5032","2020-12-11","Haringey","E09000014",-26,-10,8,-42,-44,15
"5033","2020-12-12","Haringey","E09000014",-32,-16,5,-39,-23,7
"5034","2020-12-13","Haringey","E09000014",-37,-24,-29,-42,-25,7
"5035","2020-12-14","Haringey","E09000014",-22,-16,24,-45,-48,15
"5036","2020-12-15","Haringey","E09000014",-9,-8,39,-41,-49,14
"5037","2020-12-16","Haringey","E09000014",-36,-12,-2,-52,-50,19
"5038","2020-12-17","Haringey","E09000014",-29,-5,34,-48,-52,19
"5039","2020-12-18","Haringey","E09000014",-35,-7,0,-49,-55,20
"5040","2020-12-19","Haringey","E09000014",-40,-11,-6,-46,-34,10
"5041","2020-12-20","Haringey","E09000014",-56,-15,9,-52,-40,10
"5042","2020-12-21","Haringey","E09000014",-44,-5,12,-60,-66,23
"5043","2020-12-22","Haringey","E09000014",-42,3,31,-60,-67,23
"5044","2020-12-23","Haringey","E09000014",-41,13,6,-62,-67,24
"5045","2020-12-24","Haringey","E09000014",-42,16,33,-64,-74,27
"5046","2020-12-25","Haringey","E09000014",-88,-78,15,-92,-89,37
"5047","2020-12-26","Haringey","E09000014",-78,-56,-15,-74,-63,20
"5048","2020-12-27","Haringey","E09000014",-67,-34,12,-64,-47,12
"5049","2020-12-28","Haringey","E09000014",-56,-31,34,-73,-80,31
"5050","2020-12-29","Haringey","E09000014",-49,-16,41,-67,-74,28
"5051","2020-12-30","Haringey","E09000014",-49,-8,41,-69,-72,28
"5052","2020-12-31","Haringey","E09000014",-48,2,32,-66,-74,29
"5053","2021-01-01","Haringey","E09000014",-79,-59,20,-81,-85,36
"5054","2021-01-02","Haringey","E09000014",-66,-31,18,-67,-54,18
"5055","2021-01-03","Haringey","E09000014",-67,-33,2,-63,-46,13
"5056","2021-01-04","Haringey","E09000014",-55,-25,-4,-64,-64,25
"5057","2021-01-05","Haringey","E09000014",-58,-25,-12,-65,-66,27
"5058","2021-01-06","Haringey","E09000014",-59,-23,6,-67,-64,27
"5059","2021-01-07","Haringey","E09000014",-57,-23,11,-64,-65,28
"5060","2021-01-08","Haringey","E09000014",-61,-24,-6,-65,-64,28
"5061","2021-01-09","Haringey","E09000014",-63,-27,6,-65,-49,17
"5062","2021-01-10","Haringey","E09000014",-68,-34,-20,-66,-48,14
"5063","2021-01-11","Haringey","E09000014",-56,-26,2,-64,-65,25
"5064","2021-01-12","Haringey","E09000014",-58,-25,0,-65,-67,26
"5065","2021-01-13","Haringey","E09000014",-62,-29,-26,-67,-65,27
"5066","2021-01-14","Haringey","E09000014",-63,-30,-33,-66,-66,28
"5067","2021-01-15","Haringey","E09000014",-59,-23,5,-64,-64,26
"5068","2021-01-16","Haringey","E09000014",-67,-29,-26,-66,-50,18
"5069","2021-01-17","Haringey","E09000014",-63,-31,15,-64,-48,12
"5070","2020-02-15","Harrow","E09000015",-13,-9,-35,-12,-4,2
"5071","2020-02-16","Harrow","E09000015",-12,-10,-52,-5,-4,1
"5072","2020-02-17","Harrow","E09000015",11,0,14,-9,-15,2
"5073","2020-02-18","Harrow","E09000015",10,-3,-3,-7,-14,3
"5074","2020-02-19","Harrow","E09000015",6,-4,-24,-8,-15,3
"5075","2020-02-20","Harrow","E09000015",2,-4,-27,-14,-16,3
"5076","2020-02-21","Harrow","E09000015",0,-2,-6,-11,-16,3
"5077","2020-02-22","Harrow","E09000015",-4,-4,-3,-3,-3,0
"5078","2020-02-23","Harrow","E09000015",-7,-3,-18,-2,-1,0
"5079","2020-02-24","Harrow","E09000015",-5,-1,-17,-3,-1,1
"5080","2020-02-25","Harrow","E09000015",-3,4,0,4,1,0
"5081","2020-02-26","Harrow","E09000015",-1,2,6,-3,1,0
"5082","2020-02-27","Harrow","E09000015",-5,-2,-7,-5,0,1
"5083","2020-02-28","Harrow","E09000015",-7,-3,-16,-4,0,2
"5084","2020-02-29","Harrow","E09000015",-2,1,-29,-2,-1,1
"5085","2020-03-01","Harrow","E09000015",8,4,21,17,3,-1
"5086","2020-03-02","Harrow","E09000015",3,2,18,3,2,0
"5087","2020-03-03","Harrow","E09000015",2,1,11,0,1,0
"5088","2020-03-04","Harrow","E09000015",-2,2,-11,-2,0,1
"5089","2020-03-05","Harrow","E09000015",-10,-1,-27,-6,0,2
"5090","2020-03-06","Harrow","E09000015",0,10,24,-4,0,1
"5091","2020-03-07","Harrow","E09000015",-5,7,12,-2,0,1
"5092","2020-03-08","Harrow","E09000015",-3,9,0,4,1,0
"5093","2020-03-09","Harrow","E09000015",-2,7,3,-7,-1,1
"5094","2020-03-10","Harrow","E09000015",-3,9,5,-1,-2,2
"5095","2020-03-11","Harrow","E09000015",0,11,27,-3,-2,2
"5096","2020-03-12","Harrow","E09000015",-5,17,6,-11,-4,3
"5097","2020-03-13","Harrow","E09000015",-10,18,16,-15,-7,5
"5098","2020-03-14","Harrow","E09000015",-16,15,8,-8,-4,4
"5099","2020-03-15","Harrow","E09000015",-25,9,-24,-18,-5,4
"5100","2020-03-16","Harrow","E09000015",-6,30,56,-20,-13,6
"5101","2020-03-17","Harrow","E09000015",-16,28,11,-28,-22,10
"5102","2020-03-18","Harrow","E09000015",-21,45,14,-34,-30,13
"5103","2020-03-19","Harrow","E09000015",-23,52,-14,-40,-34,14
"5104","2020-03-20","Harrow","E09000015",-36,19,12,-42,-36,17
"5105","2020-03-21","Harrow","E09000015",-56,-5,25,-44,-29,13
"5106","2020-03-22","Harrow","E09000015",-64,-20,40,-47,-37,12
"5107","2020-03-23","Harrow","E09000015",-53,-10,36,-55,-55,22
"5108","2020-03-24","Harrow","E09000015",-73,-24,24,-66,-65,28
"5109","2020-03-25","Harrow","E09000015",-76,-27,29,-71,-71,31
"5110","2020-03-26","Harrow","E09000015",-77,-30,23,-73,-73,32
"5111","2020-03-27","Harrow","E09000015",-80,-31,17,-72,-72,33
"5112","2020-03-28","Harrow","E09000015",-85,-42,-32,-71,-63,23
"5113","2020-03-29","Harrow","E09000015",-88,-51,-15,-73,-60,17
"5114","2020-03-30","Harrow","E09000015",-77,-33,-16,-74,-76,32
"5115","2020-03-31","Harrow","E09000015",-78,-34,8,-74,-76,33
"5116","2020-04-01","Harrow","E09000015",-80,-36,-11,-75,-76,33
"5117","2020-04-02","Harrow","E09000015",-79,-35,9,-76,-76,34
"5118","2020-04-03","Harrow","E09000015",-80,-33,21,-73,-75,34
"5119","2020-04-04","Harrow","E09000015",-84,-39,25,-68,-63,22
"5120","2020-04-05","Harrow","E09000015",-85,-43,32,-66,-59,16
"5121","2020-04-06","Harrow","E09000015",-77,-34,10,-74,-75,32
"5122","2020-04-07","Harrow","E09000015",-77,-32,42,-72,-76,32
"5123","2020-04-08","Harrow","E09000015",-77,-30,23,-72,-76,32
"5124","2020-04-09","Harrow","E09000015",-75,-24,40,-73,-76,32
"5125","2020-04-10","Harrow","E09000015",-81,-34,41,-76,-85,37
"5126","2020-04-11","Harrow","E09000015",-84,-38,24,-68,-65,22
"5127","2020-04-12","Harrow","E09000015",-88,-66,-7,-67,-64,17
"5128","2020-04-13","Harrow","E09000015",-79,-37,14,-80,-87,36
"5129","2020-04-14","Harrow","E09000015",-74,-30,29,-72,-75,32
"5130","2020-04-15","Harrow","E09000015",-75,-30,48,-72,-75,32
"5131","2020-04-16","Harrow","E09000015",-75,-28,30,-73,-74,32
"5132","2020-04-17","Harrow","E09000015",-80,-30,-16,-73,-73,34
"5133","2020-04-18","Harrow","E09000015",-83,-37,-11,-68,-59,22
"5134","2020-04-19","Harrow","E09000015",-83,-46,43,-65,-55,16
"5135","2020-04-20","Harrow","E09000015",-73,-32,61,-71,-73,31
"5136","2020-04-21","Harrow","E09000015",-73,-30,60,-70,-72,31
"5137","2020-04-22","Harrow","E09000015",-74,-28,57,-70,-72,31
"5138","2020-04-23","Harrow","E09000015",-73,-26,73,-70,-72,31
"5139","2020-04-24","Harrow","E09000015",-76,-26,66,-69,-70,32
"5140","2020-04-25","Harrow","E09000015",-80,-33,51,-63,-57,20
"5141","2020-04-26","Harrow","E09000015",-81,-37,68,-57,-51,15
"5142","2020-04-27","Harrow","E09000015",-70,-28,48,-69,-70,29
"5143","2020-04-28","Harrow","E09000015",-77,-40,-48,-74,-71,32
"5144","2020-04-29","Harrow","E09000015",-74,-29,-3,-71,-70,31
"5145","2020-04-30","Harrow","E09000015",-75,-32,-26,-74,-70,31
"5146","2020-05-01","Harrow","E09000015",-76,-28,-5,-70,-69,32
"5147","2020-05-02","Harrow","E09000015",-77,-29,66,-60,-52,19
"5148","2020-05-03","Harrow","E09000015",-79,-39,25,-60,-48,15
"5149","2020-05-04","Harrow","E09000015",-66,-25,71,-66,-69,28
"5150","2020-05-05","Harrow","E09000015",-67,-25,72,-68,-69,29
"5151","2020-05-06","Harrow","E09000015",-68,-22,94,-66,-68,29
"5152","2020-05-07","Harrow","E09000015",-65,-18,106,-66,-68,28
"5153","2020-05-08","Harrow","E09000015",-71,-20,138,-69,-80,34
"5154","2020-05-09","Harrow","E09000015",-76,-27,99,-57,-52,18
"5155","2020-05-10","Harrow","E09000015",-79,-39,-8,-62,-46,15
"5156","2020-05-11","Harrow","E09000015",-65,-27,16,-67,-67,28
"5157","2020-05-12","Harrow","E09000015",-64,-24,76,-65,-67,28
"5158","2020-05-13","Harrow","E09000015",-66,-24,34,-65,-66,29
"5159","2020-05-14","Harrow","E09000015",-65,-20,88,-66,-65,29
"5160","2020-05-15","Harrow","E09000015",-67,-21,128,-62,-64,28
"5161","2020-05-16","Harrow","E09000015",-73,-25,118,-53,-46,17
"5162","2020-05-17","Harrow","E09000015",-73,-28,129,-48,-41,12
"5163","2020-05-18","Harrow","E09000015",-58,-21,169,-61,-64,26
"5164","2020-05-19","Harrow","E09000015",-59,-20,176,-60,-64,26
"5165","2020-05-20","Harrow","E09000015",-60,-15,166,-60,-64,26
"5166","2020-05-21","Harrow","E09000015",-60,-14,146,-62,-63,26
"5167","2020-05-22","Harrow","E09000015",-64,-16,105,-61,-61,27
"5168","2020-05-23","Harrow","E09000015",-69,-20,71,-54,-42,16
"5169","2020-05-24","Harrow","E09000015",-69,-24,143,-44,-36,10
"5170","2020-05-25","Harrow","E09000015",-57,-17,NA,-64,-81,27
"5171","2020-05-26","Harrow","E09000015",-57,-15,177,-59,-62,24
"5172","2020-05-27","Harrow","E09000015",-57,-14,164,-58,-62,25
"5173","2020-05-28","Harrow","E09000015",-57,-15,183,-60,-61,25
"5174","2020-05-29","Harrow","E09000015",-61,-14,170,-57,-59,25
"5175","2020-05-30","Harrow","E09000015",-67,-17,184,-46,-30,13
"5176","2020-05-31","Harrow","E09000015",-67,-22,172,-42,-26,9
"5177","2020-06-01","Harrow","E09000015",-51,-12,190,-57,-58,22
"5178","2020-06-02","Harrow","E09000015",-56,-15,178,-57,-58,23
"5179","2020-06-03","Harrow","E09000015",-59,-20,40,-59,-58,25
"5180","2020-06-04","Harrow","E09000015",-61,-18,70,-61,-58,25
"5181","2020-06-05","Harrow","E09000015",-62,-16,69,-58,-56,25
"5182","2020-06-06","Harrow","E09000015",-70,-25,18,-51,-32,15
"5183","2020-06-07","Harrow","E09000015",-67,-22,71,-46,-29,11
"5184","2020-06-08","Harrow","E09000015",-52,-15,123,-58,-56,23
"5185","2020-06-09","Harrow","E09000015",-55,-18,153,-57,-56,23
"5186","2020-06-10","Harrow","E09000015",-59,-22,8,-61,-57,25
"5187","2020-06-11","Harrow","E09000015",-58,-18,61,-61,-56,24
"5188","2020-06-12","Harrow","E09000015",-62,-16,47,-58,-54,24
"5189","2020-06-13","Harrow","E09000015",-63,-16,189,-45,-23,12
"5190","2020-06-14","Harrow","E09000015",-63,-20,201,-41,-19,8
"5191","2020-06-15","Harrow","E09000015",-37,-13,143,-54,-54,21
"5192","2020-06-16","Harrow","E09000015",-42,-12,172,-53,-55,22
"5193","2020-06-17","Harrow","E09000015",-48,-17,77,-55,-54,23
"5194","2020-06-18","Harrow","E09000015",-52,-17,56,-60,-56,24
"5195","2020-06-19","Harrow","E09000015",-52,-11,65,-55,-53,23
"5196","2020-06-20","Harrow","E09000015",-54,-13,172,-41,-21,10
"5197","2020-06-21","Harrow","E09000015",-54,-18,126,-38,-15,8
"5198","2020-06-22","Harrow","E09000015",-37,-12,230,-51,-55,20
"5199","2020-06-23","Harrow","E09000015",-43,-8,226,-51,-55,20
"5200","2020-06-24","Harrow","E09000015",-45,-7,188,-51,-53,20
"5201","2020-06-25","Harrow","E09000015",-46,-6,193,-54,-54,20
"5202","2020-06-26","Harrow","E09000015",-51,-7,149,-51,-52,21
"5203","2020-06-27","Harrow","E09000015",-56,-17,57,-46,-25,12
"5204","2020-06-28","Harrow","E09000015",-57,-19,74,-39,-16,8
"5205","2020-06-29","Harrow","E09000015",-40,-13,114,-53,-52,20
"5206","2020-06-30","Harrow","E09000015",-43,-12,84,-54,-53,21
"5207","2020-07-01","Harrow","E09000015",-44,-13,112,-53,-52,21
"5208","2020-07-02","Harrow","E09000015",-45,-13,90,-56,-52,21
"5209","2020-07-03","Harrow","E09000015",-47,-9,110,-51,-50,21
"5210","2020-07-04","Harrow","E09000015",-49,-15,82,-38,-19,10
"5211","2020-07-05","Harrow","E09000015",-45,-17,147,-33,-14,6
"5212","2020-07-06","Harrow","E09000015",-31,-12,158,-51,-52,18
"5213","2020-07-07","Harrow","E09000015",-35,-13,104,-50,-53,19
"5214","2020-07-08","Harrow","E09000015",-39,-16,31,-52,-52,21
"5215","2020-07-09","Harrow","E09000015",-41,-16,24,-54,-52,21
"5216","2020-07-10","Harrow","E09000015",-41,-9,134,-48,-49,18
"5217","2020-07-11","Harrow","E09000015",-44,-15,179,-33,-17,7
"5218","2020-07-12","Harrow","E09000015",-44,-18,195,-29,-8,4
"5219","2020-07-13","Harrow","E09000015",-28,-14,172,-48,-52,18
"5220","2020-07-14","Harrow","E09000015",-32,-14,148,-50,-52,19
"5221","2020-07-15","Harrow","E09000015",-33,-17,94,-50,-51,19
"5222","2020-07-16","Harrow","E09000015",-29,-11,168,-51,-50,18
"5223","2020-07-17","Harrow","E09000015",-31,-9,213,-47,-49,17
"5224","2020-07-18","Harrow","E09000015",-41,-15,197,-33,-15,6
"5225","2020-07-19","Harrow","E09000015",-41,-21,115,-33,-11,5
"5226","2020-07-20","Harrow","E09000015",-24,-12,227,-50,-51,17
"5227","2020-07-21","Harrow","E09000015",-27,-15,192,-50,-52,18
"5228","2020-07-22","Harrow","E09000015",-25,-14,190,-48,-52,18
"5229","2020-07-23","Harrow","E09000015",-29,-13,185,-52,-53,18
"5230","2020-07-24","Harrow","E09000015",-33,-13,170,-47,-50,17
"5231","2020-07-25","Harrow","E09000015",-43,-22,30,-39,-18,8
"5232","2020-07-26","Harrow","E09000015",-39,-22,105,-31,-9,4
"5233","2020-07-27","Harrow","E09000015",-29,-18,39,-53,-55,18
"5234","2020-07-28","Harrow","E09000015",-24,-12,179,-49,-53,17
"5235","2020-07-29","Harrow","E09000015",-23,-11,188,-47,-53,17
"5236","2020-07-30","Harrow","E09000015",-22,-3,197,-50,-53,17
"5237","2020-07-31","Harrow","E09000015",-36,-10,158,-47,-53,15
"5238","2020-08-01","Harrow","E09000015",-39,-14,171,-33,-16,4
"5239","2020-08-02","Harrow","E09000015",-38,-18,164,-28,-7,2
"5240","2020-08-03","Harrow","E09000015",-17,-11,174,-49,-54,15
"5241","2020-08-04","Harrow","E09000015",-15,-14,187,-50,-55,17
"5242","2020-08-05","Harrow","E09000015",-15,-14,155,-50,-53,16
"5243","2020-08-06","Harrow","E09000015",-25,-10,173,-52,-54,17
"5244","2020-08-07","Harrow","E09000015",-34,-9,143,-51,-53,15
"5245","2020-08-08","Harrow","E09000015",-41,-17,150,-38,-19,4
"5246","2020-08-09","Harrow","E09000015",-41,-20,148,-32,-10,1
"5247","2020-08-10","Harrow","E09000015",-12,-13,163,-48,-54,15
"5248","2020-08-11","Harrow","E09000015",-13,-15,131,-50,-55,16
"5249","2020-08-12","Harrow","E09000015",-16,-15,112,-49,-53,16
"5250","2020-08-13","Harrow","E09000015",-26,-14,101,-53,-53,17
"5251","2020-08-14","Harrow","E09000015",-36,-17,27,-51,-53,17
"5252","2020-08-15","Harrow","E09000015",-40,-19,53,-38,-18,6
"5253","2020-08-16","Harrow","E09000015",-38,-21,103,-35,-8,4
"5254","2020-08-17","Harrow","E09000015",-8,-18,NA,-52,-54,15
"5255","2020-08-18","Harrow","E09000015",-9,-20,NA,-51,-52,15
"5256","2020-08-19","Harrow","E09000015",-15,-24,NA,-52,-53,17
"5257","2020-08-20","Harrow","E09000015",-18,-10,NA,-50,-52,15
"5258","2020-08-21","Harrow","E09000015",-28,-12,NA,-48,-52,15
"5259","2020-08-22","Harrow","E09000015",-36,-18,NA,-34,-14,4
"5260","2020-08-23","Harrow","E09000015",-34,-20,NA,-30,-6,3
"5261","2020-08-24","Harrow","E09000015",4,-14,NA,-47,-52,13
"5262","2020-08-25","Harrow","E09000015",-3,-20,NA,-49,-53,16
"5263","2020-08-26","Harrow","E09000015",9,-14,NA,-45,-50,14
"5264","2020-08-27","Harrow","E09000015",-23,-17,NA,-51,-52,16
"5265","2020-08-28","Harrow","E09000015",-20,-11,NA,-47,-52,14
"5266","2020-08-29","Harrow","E09000015",-32,-20,NA,-34,-16,5
"5267","2020-08-30","Harrow","E09000015",-28,-23,NA,-25,-9,0
"5268","2020-08-31","Harrow","E09000015",NA,-18,NA,-55,-73,16
"5269","2020-09-01","Harrow","E09000015",-10,-10,NA,-43,-50,14
"5270","2020-09-02","Harrow","E09000015",-14,-12,NA,-44,-50,15
"5271","2020-09-03","Harrow","E09000015",-19,-13,NA,-46,-50,15
"5272","2020-09-04","Harrow","E09000015",-20,-8,NA,-40,-48,13
"5273","2020-09-05","Harrow","E09000015",-24,-12,NA,-29,-13,4
"5274","2020-09-06","Harrow","E09000015",-25,-13,NA,-24,-7,2
"5275","2020-09-07","Harrow","E09000015",-14,-7,NA,-40,-49,13
"5276","2020-09-08","Harrow","E09000015",-13,-7,NA,-38,-46,13
"5277","2020-09-09","Harrow","E09000015",-15,-7,NA,-36,-46,13
"5278","2020-09-10","Harrow","E09000015",-12,-4,NA,-39,-46,12
"5279","2020-09-11","Harrow","E09000015",-16,-5,131,-36,-45,12
"5280","2020-09-12","Harrow","E09000015",-21,-7,153,-22,-11,4
"5281","2020-09-13","Harrow","E09000015",-20,-13,181,-18,-3,2
"5282","2020-09-14","Harrow","E09000015",-8,-4,179,-33,-41,12
"5283","2020-09-15","Harrow","E09000015",-13,-6,154,-32,-39,13
"5284","2020-09-16","Harrow","E09000015",-14,-7,141,-34,-42,13
"5285","2020-09-17","Harrow","E09000015",-14,-7,137,-40,-42,13
"5286","2020-09-18","Harrow","E09000015",-20,-4,134,-35,-42,12
"5287","2020-09-19","Harrow","E09000015",-27,-8,143,-28,-12,5
"5288","2020-09-20","Harrow","E09000015",-27,-10,164,-22,-6,3
"5289","2020-09-21","Harrow","E09000015",-14,-2,153,-36,-43,12
"5290","2020-09-22","Harrow","E09000015",-14,-6,129,-35,-39,13
"5291","2020-09-23","Harrow","E09000015",-23,-10,36,-37,-41,14
"5292","2020-09-24","Harrow","E09000015",-23,-7,51,-42,-41,14
"5293","2020-09-25","Harrow","E09000015",-22,-3,44,-38,-40,13
"5294","2020-09-26","Harrow","E09000015",-27,-9,45,-32,-10,6
"5295","2020-09-27","Harrow","E09000015",-29,-14,32,-29,-6,5
"5296","2020-09-28","Harrow","E09000015",-10,-5,108,-37,-39,13
"5297","2020-09-29","Harrow","E09000015",-16,-5,82,-35,-35,13
"5298","2020-09-30","Harrow","E09000015",-18,-8,40,-37,-39,14
"5299","2020-10-01","Harrow","E09000015",-16,-4,81,-39,-37,13
"5300","2020-10-02","Harrow","E09000015",-35,-14,2,-38,-39,15
"5301","2020-10-03","Harrow","E09000015",-31,-9,14,-35,-12,8
"5302","2020-10-04","Harrow","E09000015",-36,-19,-30,-36,-12,7
"5303","2020-10-05","Harrow","E09000015",-16,-5,67,-36,-39,13
"5304","2020-10-06","Harrow","E09000015",-19,-6,54,-35,-36,14
"5305","2020-10-07","Harrow","E09000015",-18,-6,75,-34,-37,13
"5306","2020-10-08","Harrow","E09000015",-24,-9,37,-40,-38,14
"5307","2020-10-09","Harrow","E09000015",-26,-5,52,-36,-37,13
"5308","2020-10-10","Harrow","E09000015",-28,-6,43,-30,-7,7
"5309","2020-10-11","Harrow","E09000015",-26,-11,79,-22,-4,4
"5310","2020-10-12","Harrow","E09000015",-21,-8,37,-36,-38,13
"5311","2020-10-13","Harrow","E09000015",-22,-8,42,-36,-36,14
"5312","2020-10-14","Harrow","E09000015",-19,-6,47,-33,-37,14
"5313","2020-10-15","Harrow","E09000015",-19,-5,47,-40,-36,14
"5314","2020-10-16","Harrow","E09000015",-21,-1,66,-34,-37,12
"5315","2020-10-17","Harrow","E09000015",-32,-8,56,-35,-12,8
"5316","2020-10-18","Harrow","E09000015",-30,-12,65,-30,-8,6
"5317","2020-10-19","Harrow","E09000015",-19,-5,87,-39,-39,14
"5318","2020-10-20","Harrow","E09000015",-21,-6,73,-39,-37,15
"5319","2020-10-21","Harrow","E09000015",-30,-14,0,-41,-39,17
"5320","2020-10-22","Harrow","E09000015",-20,-4,82,-41,-38,15
"5321","2020-10-23","Harrow","E09000015",-25,-1,59,-42,-39,15
"5322","2020-10-24","Harrow","E09000015",-33,-10,24,-37,-9,9
"5323","2020-10-25","Harrow","E09000015",-23,-10,65,-30,-5,5
"5324","2020-10-26","Harrow","E09000015",-14,-7,67,-45,-48,15
"5325","2020-10-27","Harrow","E09000015",-21,-14,-1,-46,-46,17
"5326","2020-10-28","Harrow","E09000015",-17,-8,42,-44,-47,16
"5327","2020-10-29","Harrow","E09000015",-24,-13,-10,-50,-48,18
"5328","2020-10-30","Harrow","E09000015",-22,-5,44,-43,-47,16
"5329","2020-10-31","Harrow","E09000015",-34,-6,17,-35,-9,8
